,User,user_id,PersonNO,SW,SWKJ,Int,LZO,ALZO,VLZO,AV,FSK,Pre,Post,LE,PreN1,PostN1,PreN2,PostN2,PreN3,PostN3,LEN1,LEN2,LEN3,Topic,TestsActs,ÜbungenActs,KurzaufgabenActs,BeispieleActs,BK_InfoActs,Ü_InfoActs,Übersicht,LearnActs,InfoActs,TotActs,Learn,Info,Tot,ShortLearnActs,ShortInfoActs,LongLearnActs,LongInfoActs,K+BActs,K+ÜActs,K+Ü+TActs,K+B+ÜActs,K+BKIActs,B+BKIActs,Ü+ÜIActs,BKI+ÜIActs,K+B+BKIActs,K+B+BKI+ÜIActs,K+B+BKI+Ü+ÜIActs,readActs,Tests_tpa,Übungen_tpa,Kurzaufgaben_tpa,Beispiele_tpa,BK_Info_tpa,Ü_Info_tpa,Learn_tpa,Info_tpa,Tot_tpa,K+B_tpa,K+Ü_tpa,K+Ü+T_tpa,K+B+Ü_tpa,K+BKI_tpa,B+BKI_tpa,Ü+ÜI_tpa,BKI+ÜI_tpa,K+B+BKI_tpa,K+B+BKI+ÜI_tpa,K+B+BKI+Ü+ÜI_tpa,read_tpa,duplicates,nCat,LearnTypeEntropy,CategoryEntropy,DidTest,f1,f2,f12,f1Amp,f2Amp,f12Amp,fMean,PredChance1,PredChance2,PredChance3,PredChance4,CondEntropy1,CondEntropy2,CondEntropy3,CondEntropy4,BeforeTestTime,AfterTestTime,TimePerCat,TRegr Fit,ÜRegr Fit,BKRegr Fit,CatTRegr Fit,CatÜRegr Fit,CatBKRegr Fit,DiffLowRegr Fit,DiffMedRegr Fit,DiffHighRegr Fit,TSecSpentRegr Fit,ÜSecSpentRegr Fit,BKSecSpentRegr Fit,SecSpentRegr Fit,meandifficulty,ndifficulty,backfrac,foolfrac1,foolfrac2,foolfrac12,backfrac_cat,foolfrac_cat,jumpfrac_cat,backfrac_topic,foolfrac_topic,jumpfrac_topic,TT,TB,UT,UU,UB,KK,KB,BU,BK,BB,TTT,TTB,TBB,UUU,KKK,KKB,KBK,KBB,BKK,BKB,BBK,BBB,Tests,Übungen,Kurzaufgaben,Beispiele,BK_Info,Ü_Info,Cat_0,Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,Grund,Erweitert,K+B,K+Ü,K+Ü+T,K+B+Ü,K+BKI,B+BKI,Ü+ÜI,BKI+ÜI,K+B+BKI,K+B+BKI+ÜI,K+B+BKI+Ü+ÜI,ShortActs,LongActs,read,LearnPerc,InfoPerc,LearnActsPerc,InfoActsPerc,duplicatesPerc,ShortLearnActsPerc,ShortInfoActsPerc,LongLearnActsPerc,LongInfoActsPerc,ShortActsPerc,LongActsPerc
41,15,15,1.5,1.53,-2.24,2.28,6.91,-1.68,0.41,0.34,-0.86,0.31,1.55,1.24,0.39,1.14,1.58,1.49,-1.05,5.15,0.75,-0.0900000000000001,6.2,636,0,0,18,36,72,1,461,54,73,143,3542,5939,9942,20,36,6,4,54,18,18,54,90,108,1,73,126,127,127,108,0.0,0.0,92.05555555555556,52.36111111111112,82.38888888888889,7.0,65.5925925925926,81.35616438356165,69.52447552447552,65.5925925925926,92.05555555555556,92.05555555555556,65.5925925925926,84.32222222222222,72.37962962962963,7.0,81.35616438356165,75.19047619047619,74.65354330708661,74.65354330708661,72.37962962962963,79,4,57.4568820221298,53.29973848984116,0,28,15,21.5,51.85185185185185,27.77777777777778,79.62962962962962,52.672222222222224,90.84507042253522,94.32624113475178,95.0,94.9640287769784,33.94727172465858,28.971875590132413,27.021563373309636,23.575833869354824,0.0,0.0,41.425,0.0,0.0003157599912035,-0.0003157599912034,0.0,0.0007080221442244,-0.0007080221442246,0.0,0.0,0.0,0.0,0.0,-7.993819178050801,-6.536286363535796,-1.0,0,0.1111111111111111,0.4074074074074074,0.074074074074074,0.4814814814814814,1,4,0,9,14,8,0.0,0.0,0.0,0.0,0.0079365079365079,0.0714285714285714,0.0634920634920634,0.0,0.0714285714285714,0.7777777777777778,0.0,0.0,0.0,0.0,0.024,0.04,0.056,0.008,0.048,0.024,0.016,0.76,0.0,0.0,16.666666666666664,18.95996781331724,59.666063166364914,0.0704083685375176,60.63166364916516,25.9907463287065,12.502514584590626,0.8750754375377188,0.0,0.0,82.10621605310803,17.893783946891972,35.626634479983906,16.666666666666664,16.666666666666664,35.626634479983906,76.33272983303159,78.62603097968216,0.0704083685375176,59.73647153490244,95.29269764634884,95.36310601488634,95.36310601488634,0.5632669483001408,0.1005833836250251,78.62603097968216,35.626634479983906,59.73647153490244,37.76223776223776,51.048951048951054,55.24475524475524,13.986013986013988,25.174825174825177,4.195804195804196,2.797202797202797,0.3938929708392593,0.0703380305070105
42,16,16,1.2,6.3,-1.1,3.93,5.53,2.24,-0.01,1.52,9.27,4.75,5.97,1.22,4.22,6.07,5.75,4.85,3.03,5.15,1.85,-0.9,2.12,167,0,6,16,2,6,1,126,24,7,32,6446,1098,7670,1,1,12,1,18,22,22,24,22,8,7,7,24,25,31,8,0.0,369.1666666666667,243.5,167.5,167.33333333333334,94.0,268.5833333333333,156.85714285714286,239.6875,235.05555555555557,277.77272727272725,277.77272727272725,268.5833333333333,222.72727272727272,167.375,329.85714285714283,156.85714285714286,218.125,213.16,243.3548387096774,167.375,4,2,68.98878498204452,34.14216454219059,0,16,6,11.0,66.66666666666666,25.0,91.66666666666666,62.86666666666667,93.5483870967742,96.66666666666669,96.55172413793105,96.42857142857144,23.525013213755724,11.571310301103852,11.435806797415712,11.293522598549092,0.0,0.0,63.91666666666666,0.0,0.1538084063675923,-0.1538084063675922,0.0,1.181500932641824e-16,6.886696597439923e-16,0.0,0.0,0.0,0.0,994.7381328782136,375.09708514074566,271.1971811944315,0.3333333333333333,6,0.0,0.5,0.0416666666666666,0.5416666666666666,0,0,1,0,6,1,0.0,0.0,0.0,0.2258064516129032,0.0,0.3870967741935484,0.0967741935483871,0.0,0.1290322580645161,0.1290322580645161,0.0,0.0,0.0,0.2,0.2666666666666666,0.1,0.1,0.0,0.1333333333333333,0.0,0.0333333333333333,0.1,0.0,28.878748370273797,50.795306388526726,4.367666232073011,13.089960886571056,1.225554106910039,69.89569752281616,0.0,0.0,0.0,30.10430247718383,0.0,100.0,0.0,55.16297262059974,79.67405475880052,79.67405475880052,84.04172099087354,63.88526727509778,17.457627118644066,30.10430247718383,14.315514993481097,68.2529335071708,69.47848761408083,98.35723598435465,0.0260756192959582,0.1694915254237288,17.457627118644066,84.04172099087354,14.315514993481097,75.0,21.875,12.5,3.125,3.125,37.5,3.125,0.0814863102998696,0.5296610169491525
43,18,18,2.9,0.43,-0.09,1.21,3.86,-1.2,-1.35,-3.1,-0.86,-0.53,0.57,1.1,-0.32,1.85,-2.04,-1.24,-0.56,5.15,2.17,0.8,5.71,339,2,0,24,21,55,2,1818,47,57,122,4910,3778,10506,8,26,6,2,45,24,26,45,79,76,2,57,100,102,102,76,324.5,0.0,112.04166666666669,74.85714285714286,68.50909090909092,5.0,104.46808510638296,66.28070175438596,86.11475409836065,94.68888888888888,112.04166666666669,128.3846153846154,94.68888888888888,81.73417721518987,70.26315789473684,5.0,66.28070175438596,80.29,78.81372549019608,78.81372549019608,70.26315789473684,67,3,76.81009996003195,56.73131870747616,1,1,2,1.5,27.659574468085108,17.02127659574468,44.68085106382979,16.08888888888889,87.60330578512396,90.0,91.5966386554622,93.22033898305084,36.49666749669866,34.84910145383741,32.95378657873768,25.14049373945944,58.21666666666667,8.708333333333334,58.36666666666667,0.0867803608513391,0.0010739342909731,-0.0878542951423126,0.0097655047437998,0.0012310660433156,-0.0109965707871154,0.0,0.0,0.0,-2999.806803843888,4.872232809549246e-13,34.64982845282309,30.753916275694305,-1.0,0,0.0425531914893617,0.1702127659574468,0.1063829787234042,0.2765957446808511,1,3,0,8,11,8,0.0,0.0194174757281553,0.0,0.0,0.0097087378640776,0.058252427184466,0.1553398058252427,0.0,0.1650485436893204,0.5436893203883495,0.0,0.0,0.0098039215686274,0.0,0.0294117647058823,0.0294117647058823,0.0686274509803921,0.0784313725490196,0.0294117647058823,0.1176470588235294,0.088235294117647,0.4411764705882353,6.177422425280792,0.0,25.59489815343613,14.962878355225588,35.865219874357514,0.095183704549781,49.9143346659052,32.70512088330478,17.380544450790026,0.0,0.0,0.0,100.0,0.0,40.55777650866172,25.59489815343613,31.77232057871692,40.55777650866172,61.46011802779364,50.8280982295831,0.095183704549781,35.96040357890729,76.42299638301922,76.51818008756901,76.51818008756901,0.3236245954692557,0.0761469636398248,50.8280982295831,46.735198933942506,35.96040357890729,38.52459016393443,46.72131147540984,54.91803278688525,6.557377049180328,21.311475409836063,4.918032786885246,1.639344262295082,0.2652660618600456,0.0624155439670695
44,20,20,2.9,-0.58,0.44,1.21,3.86,-1.2,-0.87,-0.54,-2.73,0.49,0.74,0.25,1.3,1.85,0.2,0.11,-0.56,0.58,0.55,-0.09,1.14,1264,21,0,47,51,104,3,2434,119,107,261,7724,4827,14985,46,54,2,2,98,47,68,98,151,155,3,107,202,205,205,155,222.47619047619048,0.0,41.723404255319146,21.392156862745097,46.20192307692308,7.333333333333333,64.90756302521008,45.11214953271028,57.41379310344828,31.142857142857142,41.723404255319146,97.54411764705884,31.142857142857142,44.80794701986755,38.03870967741936,7.333333333333333,45.11214953271028,38.8960396039604,38.43414634146342,38.43414634146342,38.03870967741936,143,4,77.60042840496422,59.584174072140016,1,4,3,3.5,26.89075630252101,17.647058823529413,44.53781512605042,10.459166666666668,87.6923076923077,93.43629343629344,95.73643410852712,96.49805447470816,34.08190090312945,27.928330941312137,21.96567372688826,17.00584210022554,45.922222222222224,11.35,62.4375,0.187119673841294,-0.0020761290301641,-0.1850435448111299,0.1548032999981763,0.0001849730921928,-0.1549882730903693,0.0,0.0,0.0,-592.1243859974468,-1272.727272727273,9.87834915363206,21.697735036775843,-1.0,0,0.1525423728813559,0.3474576271186441,0.1101694915254237,0.4576271186440678,3,4,0,13,13,13,0.0575221238938053,0.0176991150442477,0.0,0.0,0.0132743362831858,0.0486725663716814,0.1548672566371681,0.0044247787610619,0.1548672566371681,0.5,0.0311111111111111,0.0133333333333333,0.0177777777777777,0.0,0.0133333333333333,0.0355555555555555,0.0888888888888888,0.0488888888888888,0.0355555555555555,0.1155555555555555,0.0622222222222222,0.4222222222222222,31.177844511177845,0.0,13.08641975308642,7.280613947280614,32.0653987320654,0.1468134801468134,44.9315982649316,24.11745078411745,30.92425759092426,0.0266933600266933,0.0,0.0,93.02635969302636,6.97364030697364,20.367033700367035,13.08641975308642,44.26426426426426,20.367033700367035,45.15181848515182,39.34601267934602,0.1468134801468134,32.21221221221221,52.43243243243243,52.57924591257924,52.57924591257924,0.667334000667334,0.0266933600266933,39.34601267934602,51.54487821154488,32.21221221221221,45.593869731800766,40.99616858237548,54.78927203065134,17.624521072796934,20.689655172413797,0.7662835249042145,0.7662835249042145,0.255683525159898,0.0102273410063959
45,23,23,2.8,2.09,2.53,2.52,3.26,0.26,-0.43,-3.68,1.11,0.68,1.55,0.87,1.3,1.85,-0.54,1.49,2.08,2.27,0.55,2.03,0.19,282,4,0,10,10,18,2,413,24,20,53,5944,1188,7545,4,9,10,1,20,10,14,20,28,28,2,20,38,40,40,28,796.75,0.0,232.3,43.4,64.94444444444444,9.5,247.66666666666663,59.4,142.35849056603774,137.85,232.3,393.57142857142856,137.85,124.71428571428572,57.25,9.5,59.4,103.3157894736842,98.625,98.625,57.25,15,3,75.04934167649617,61.16728276680612,1,4,7,5.5,33.33333333333333,29.166666666666668,62.5,16.98095238095238,84.61538461538461,94.11764705882352,94.0,95.91836734693877,34.48432927840501,25.29483785647167,20.524205582294908,19.32316093720589,15.46111111111111,8.75,41.91666666666666,0.4971668079292355,0.0009342982433648,-0.498101106172601,-0.1670077999600466,0.0005326018429218,0.166475198117125,0.0,0.0,0.0,2221.7754101604955,5501.457725947524,-41.70283114346695,13.31972743587323,-1.0,0,0.217391304347826,0.0869565217391304,0.0434782608695652,0.1304347826086956,1,2,0,5,5,5,0.0465116279069767,0.0232558139534883,0.0232558139534883,0.0,0.0232558139534883,0.1395348837209302,0.0697674418604651,0.0232558139534883,0.0930232558139534,0.5116279069767442,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0,0.0714285714285714,0.0476190476190476,0.0238095238095238,0.0476190476190476,0.0714285714285714,0.0238095238095238,0.0714285714285714,0.4047619047619047,42.23989396951623,0.0,30.788601722995363,5.7521537442014585,15.493704440026509,0.2518223989396951,36.779324055666,31.809145129224653,31.411530815109344,0.0,0.0,0.0,84.44002650762094,15.55997349237906,36.54075546719682,30.788601722995363,73.0284956925116,36.54075546719682,46.28230616302187,21.245858184227963,0.2518223989396951,15.745526838966205,52.03445990722333,52.286282306163024,52.286282306163024,0.1722995361166335,0.145791915175613,21.245858184227963,78.78064943671306,15.745526838966205,45.28301886792453,37.735849056603776,28.30188679245283,7.547169811320755,16.9811320754717,18.867924528301888,1.8867924528301887,0.3250934643710066,0.2750790852370056
46,27,27,1.1,2.09,-0.31,1.42,3.86,-0.49,-1.35,0.05,3.48,4.75,5.97,1.22,4.22,6.07,5.75,4.85,5.07,5.15,1.85,-0.9,0.0800000000000001,1076,12,0,4,11,36,2,2424,27,38,106,4924,1742,9090,8,11,3,0,15,4,16,15,40,47,2,38,51,53,53,47,316.3333333333333,0.0,158.75,44.81818181818182,46.638888888888886,31.5,182.3703703703704,45.8421052631579,85.75471698113208,75.2,158.75,276.9375,75.2,57.85,46.212765957446805,31.5,45.8421052631579,55.03921568627451,54.15094339622642,54.15094339622642,46.212765957446805,53,6,70.1218334640636,96.1133343563738,1,12,8,10.0,44.44444444444444,29.629629629629623,74.07407407407408,18.516666666666666,80.95238095238095,90.3846153846154,94.1747572815534,95.09803921568628,56.70343025938087,50.3085182528346,37.6213473708253,32.55805325955073,4.48,9.076666666666666,25.25,0.5431022576517541,0.0090214602918857,-0.5521237179436397,0.0499375113664439,0.0237186357615941,-0.0736561471280378,0.0,0.0,0.0,629.4648555811782,-2978.622327790974,74.44575195827044,85.40250574309661,-1.0,0,0.2962962962962963,0.2962962962962963,0.037037037037037,0.3333333333333333,12,8,6,5,7,6,0.171875,0.015625,0.015625,0.0,0.015625,0.0,0.0625,0.03125,0.0625,0.625,0.1587301587301587,0.0158730158730158,0.0158730158730158,0.0,0.0,0.0,0.0476190476190476,0.0,0.0,0.0634920634920634,0.0158730158730158,0.5873015873015873,41.76017601760176,0.0,6.985698569856985,5.423542354235424,18.47084708470847,0.6930693069306931,16.84268426842684,27.23872387238724,20.154015401540157,7.216721672167218,13.498349834983497,15.049504950495049,88.80088008800881,11.1991199119912,12.409240924092408,6.985698569856985,48.74587458745875,12.409240924092408,25.456545654565453,23.894389438943893,0.6930693069306931,19.16391639163916,30.88008800880088,31.57315731573157,31.57315731573157,0.209020902090209,0.033003300330033,23.894389438943893,54.16941694169417,19.16391639163916,25.471698113207548,35.84905660377358,50.0,7.547169811320755,10.37735849056604,2.8301886792452837,0.0,0.1971895302737821,0.0311351889905971
47,28,28,1.9,3.25,1.23,3.3,6.91,1.15,-0.65,-1.84,0.39,0.89,0.42,-0.47,1.3,1.14,-0.54,-1.24,3.03,5.15,-0.16,-0.7,2.12,125,7,16,5,3,7,6,2600,31,13,57,6970,733,10303,7,4,7,0,8,21,28,24,12,10,22,13,15,21,37,10,418.2857142857143,196.9375,112.2,110.0,73.28571428571429,36.66666666666666,224.83870967741936,56.38461538461539,180.75438596491227,111.375,176.76190476190476,237.14285714285717,168.41666666666666,89.5,84.3,153.22727272727272,56.38461538461539,93.6,77.33333333333333,129.05405405405406,84.3,24,3,76.76543420748168,46.40286574465007,1,9,7,8.0,29.03225806451613,22.58064516129032,51.61290322580645,12.838333333333331,76.78571428571429,87.27272727272727,90.74074074074076,92.45283018867924,59.125169765614594,43.04475268849142,30.43071504061025,19.73339987841876,17.208333333333332,40.833333333333336,57.238888888888894,0.3709142355407477,-0.1780801371350629,-0.1928340984056854,-0.0821090722331791,0.3086658398016191,-0.2265567675684405,-0.324358869738486,0.0669496235626491,0.2574092461758369,-710.4236410031381,219.40848358942716,173.4672555239988,45.10357338061892,1.25,16,0.1666666666666666,0.1333333333333333,0.0666666666666666,0.2,2,3,1,3,2,3,0.0697674418604651,0.0465116279069767,0.0465116279069767,0.4651162790697674,0.0,0.0232558139534883,0.0232558139534883,0.0,0.0697674418604651,0.1395348837209302,0.0476190476190476,0.0238095238095238,0.0476190476190476,0.4285714285714285,0.0,0.0,0.0238095238095238,0.0,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0952380952380952,28.41890711443269,30.58332524507425,5.4450160147529845,3.2029505969135204,4.979132291565564,2.1353003979423466,45.39454527807435,50.6260312530331,0.0,3.979423468892555,0.0,0.0,100.0,0.0,8.647966611666504,36.02834125982724,64.44724837425993,39.23129185674076,10.424148306318548,8.182082888479083,32.718625643016594,7.11443268950791,13.627098903232069,15.762399301174415,46.34572454624867,0.1067650198971173,0.0679413762981655,8.182082888479083,67.65019897117345,7.11443268950791,54.38596491228071,22.807017543859647,42.10526315789473,12.280701754385964,7.017543859649122,12.280701754385964,0.0,0.187307052451083,0.1191953970143255
48,29,29,1.1,1.53,-0.91,1.63,2.12,-1.44,-6.47,-4.55,1.88,3.42,4.69,1.27,4.22,6.07,5.75,4.85,0.38,3.91,1.85,-0.9,3.53,9,5,0,5,0,7,2,682,10,9,31,5014,1546,7242,1,2,1,2,5,5,10,5,12,7,2,9,12,14,14,7,933.4,0.0,69.4,0.0,170.14285714285714,177.5,501.4,171.77777777777777,233.6129032258065,69.4,69.4,501.4,69.4,128.16666666666666,170.14285714285714,177.5,171.77777777777777,128.16666666666666,135.21428571428572,135.21428571428572,170.14285714285714,10,4,53.76494431674369,46.99921497458946,1,5,5,5.0,100.0,100.0,200.0,18.22222222222222,70.0,93.10344827586206,92.85714285714286,96.29629629629628,60.877115177758704,34.03204108082238,23.16859351064561,16.129032258064516,12.933333333333334,4.025,30.175,0.8209261120035994,0.0251510893726073,-0.8460772013762068,0.7426482345704882,0.0360473984230309,-0.7786956329935196,0.0,0.0,0.0,-4.320450824168671,5739.3432592290455,-1507.8298788867098,335.65302398825406,-1.0,0,0.0,0.5,0.0,0.5,1,2,1,1,3,1,0.2631578947368421,0.0526315789473684,0.0526315789473684,0.0,0.0526315789473684,0.2105263157894736,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.1578947368421052,0.2222222222222222,0.0555555555555555,0.0,0.0,0.1666666666666666,0.0555555555555555,0.0,0.0555555555555555,0.0555555555555555,0.0,0.0,0.1111111111111111,64.44352388842862,0.0,4.791494062413698,0.0,16.44573322286661,4.901960784313726,64.81634907484121,27.72714719690693,0.276166804750069,0.0,7.180336923501796,0.0,90.3755868544601,9.624413145539906,4.791494062413698,4.791494062413698,69.2350179508423,4.791494062413698,21.237227285280312,16.44573322286661,4.901960784313726,21.347694007180337,21.237227285280312,26.139188069594034,26.139188069594034,0.0414250207125103,0.0414250207125103,16.44573322286661,69.2350179508423,21.347694007180337,32.25806451612903,29.03225806451613,32.25806451612903,3.225806451612903,6.451612903225806,3.225806451612903,6.451612903225806,0.133629099072614,0.133629099072614
49,30,30,1.5,0.43,-2.55,1.84,3.26,-0.96,-3.7,-2.62,-1.41,0.68,0.74,0.0599999999999999,1.85,3.54,-0.54,0.11,0.38,-0.6,1.69,0.65,-0.98,163,6,0,5,0,19,1,1318,11,20,49,5501,2502,9321,1,6,2,2,5,5,11,5,24,19,1,20,24,25,25,19,834.5,0.0,98.8,0.0,131.1578947368421,10.0,500.09090909090907,125.1,190.2244897959184,98.8,98.8,500.09090909090907,98.8,124.41666666666669,131.1578947368421,10.0,125.1,124.41666666666669,119.84,119.84,131.1578947368421,10,5,52.00434152667106,62.97354716112393,1,6,5,5.5,54.54545454545454,45.45454545454545,100.0,33.34583333333333,77.08333333333334,91.48936170212764,93.47826086956522,93.33333333333331,57.27645676346933,48.321977597826496,35.521712371897074,20.177997460017693,8.411111111111111,14.766666666666667,31.07,0.4836676450369986,0.0004155699423855,-0.4840832149793842,0.6688930298591802,0.0046015491639012,-0.6734945790230821,0.0,0.0,0.0,270.0162178712303,0.0,-405.4503862654049,-55.42326595735773,-1.0,0,0.0,0.3636363636363636,0.0,0.3636363636363636,1,3,1,4,6,7,0.1666666666666666,0.0333333333333333,0.0333333333333333,0.0,0.0,0.1,0.0666666666666666,0.0333333333333333,0.0666666666666666,0.5,0.1379310344827586,0.0344827586206896,0.0344827586206896,0.0,0.0689655172413793,0.0344827586206896,0.0,0.0689655172413793,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.4137931034482758,53.71741229481815,0.0,5.299860529986053,0.0,26.735328827379035,0.1072846261130779,46.25040231734792,29.23506061581375,22.99109537603261,0.6651646819010836,0.8582770089046239,0.0,91.2026606587276,8.797339341272396,5.299860529986053,5.299860529986053,59.0172728248042,5.299860529986053,32.03518935736509,26.735328827379035,0.1072846261130779,26.842613453492117,32.03518935736509,32.14247398347817,32.14247398347817,0.0750992382791546,0.0429138504452311,26.735328827379035,59.0172728248042,26.842613453492117,22.448979591836736,40.81632653061224,20.40816326530612,2.0408163265306123,12.244897959183673,4.081632653061225,4.081632653061225,0.1532637515901114,0.0875792866229208
50,31,31,2.1,1.53,1.23,-0.17,1.06,0.0,-0.87,-0.24,0.39,0.31,0.57,0.26,1.85,0.54,0.2,0.11,-1.4,2.27,-1.31,-0.09,3.67,228,11,0,18,3,24,2,1871,32,26,77,6490,2197,10558,8,6,8,1,21,18,29,21,42,27,2,26,45,47,47,27,356.3636363636364,0.0,132.61111111111111,61.0,75.91666666666667,187.5,202.8125,84.5,137.11688311688312,122.38095238095238,132.61111111111111,217.48275862068965,122.38095238095238,100.21428571428572,74.25925925925925,187.5,84.5,97.6,101.4255319148936,101.4255319148936,74.25925925925925,27,4,78.2011664188103,62.04243561852807,1,14,6,10.0,43.75,18.75,62.5,12.065277777777776,77.63157894736842,86.66666666666667,90.54054054054052,91.78082191780824,59.03240311225619,47.72620180791749,32.80319537798657,22.86375233376449,18.191666666666663,9.466666666666669,43.99166666666667,0.3458464624056057,0.0228674054975171,-0.3687138679031232,0.4284294992156334,0.002250532346452,-0.4306800315620857,0.0,0.0,0.0,726.9354237984301,5753.604672385472,-102.45945386610984,53.601740325125945,-1.0,0,0.064516129032258,0.3870967741935484,0.064516129032258,0.4516129032258064,3,3,1,5,9,6,0.1052631578947368,0.0526315789473684,0.0175438596491228,0.0,0.0175438596491228,0.2105263157894736,0.087719298245614,0.0,0.1052631578947368,0.2982456140350877,0.0714285714285714,0.0357142857142857,0.0357142857142857,0.0,0.1428571428571428,0.0535714285714285,0.0357142857142857,0.0535714285714285,0.0714285714285714,0.0357142857142857,0.0535714285714285,0.1964285714285714,37.12824398560333,0.0,22.60844856980489,1.733282818715666,17.257056260655425,3.551809054745217,47.6984277325251,36.64519795415798,10.33339647660542,5.322977836711498,0.0,0.0,100.0,0.0,24.341731388520557,22.60844856980489,59.73669255540822,24.341731388520557,39.86550483046031,18.990339079371093,3.551809054745217,20.80886531540064,41.598787649175975,45.1505967039212,45.1505967039212,0.1326008713771547,0.0852434173138852,18.990339079371093,61.46997537412389,20.80886531540064,41.55844155844156,33.76623376623377,35.064935064935064,10.38961038961039,7.792207792207792,10.38961038961039,1.2987012987012987,0.1722089238664347,0.1107057367712795
51,32,32,1.3,2.65,-2.55,-1.32,2.68,-0.96,-2.49,-1.16,1.88,0.15,0.16,0.01,0.82,1.14,-1.3,-0.32,0.38,-0.6,0.32,0.98,-0.98,311,14,9,5,5,16,9,1512,33,25,70,6087,2514,10113,10,8,2,3,10,14,28,19,21,21,18,25,26,35,44,21,369.2142857142857,67.66666666666667,40.4,21.4,134.625,40.0,184.45454545454547,100.56,144.47142857142856,30.9,57.92857142857143,213.57142857142856,48.31578947368421,112.1904761904762,107.66666666666669,53.833333333333336,100.56,94.73076923076924,80.65714285714286,78.0,107.66666666666669,27,5,64.70685290936936,74.99654016348445,1,11,9,10.0,33.33333333333333,27.27272727272727,60.6060606060606,20.47857142857143,79.71014492753623,88.23529411764706,89.55223880597015,92.42424242424242,48.18363053154973,35.84470723636914,29.93116285279145,21.01180965846135,7.938888888888888,13.11111111111111,33.71,0.6248367542207236,-0.1360111920612956,-0.4888255621594282,0.7417384301343244,0.3357381889820702,-1.0774766191163945,2.175613622472812,-2.175613622472814,0.0,-110.76180910203864,508.90463112922566,1851.0498874223924,167.99362213901537,0.6666666666666666,9,0.09375,0.15625,0.0,0.15625,3,6,0,5,7,7,0.2105263157894736,0.0175438596491228,0.0175438596491228,0.2807017543859649,0.0175438596491228,0.0175438596491228,0.0701754385964912,0.0175438596491228,0.0701754385964912,0.2456140350877192,0.1785714285714285,0.0178571428571428,0.0178571428571428,0.2678571428571428,0.0,0.0178571428571428,0.0178571428571428,0.0178571428571428,0.0178571428571428,0.0535714285714285,0.0535714285714285,0.1785714285714285,51.112429546128745,6.021951943043607,1.9974290517156137,1.0580441016513398,21.299317709878373,3.5597745476119846,35.01433798081678,14.733511322060714,38.8312073568674,5.982398892514585,5.438544447740532,0.0,100.0,0.0,3.055473153366953,8.01938099475922,59.13181054088796,9.07742509641056,23.296746761593987,22.357361811529717,9.58172649065559,24.85909225749036,24.35479086324533,27.91456541085731,33.93651735390092,0.1779887273805992,0.0494413131612775,22.357361811529717,60.18985464253931,24.85909225749036,47.14285714285714,35.714285714285715,38.57142857142858,14.285714285714285,11.428571428571429,2.857142857142857,4.285714285714286,0.2542696105437131,0.0706304473732536
52,33,33,1.6,2.09,-1.3,1.01,2.68,-0.49,-0.01,-1.49,0.39,0.68,0.42,-0.26,1.85,1.14,-0.54,-0.32,0.38,0.58,-0.71,0.22,0.2,428,11,1,3,5,40,6,1035,20,46,99,5329,1837,8201,4,22,2,1,8,4,15,9,43,45,7,46,48,54,55,45,438.8181818181818,71.0,96.66666666666669,28.2,43.2,18.166666666666668,266.45,39.93478260869565,82.83838383838383,53.875,90.25,345.8666666666667,55.77777777777778,46.93023255813954,41.53333333333333,25.714285714285715,39.93478260869565,44.97916666666666,42.0,42.52727272727272,41.53333333333333,52,6,56.4652721790532,78.40785768176943,1,4,7,5.5,40.0,35.0,75.0,9.952777777777778,71.42857142857143,87.62886597938144,92.70833333333334,96.84210526315788,68.88923260442641,49.80093643782505,37.76586934586094,31.3374759455475,5.888888888888888,6.338888888888889,22.780555555555555,0.5153620321063671,0.0201578588284002,-0.5355198909347664,0.6687433176413402,-0.2321512921416634,-0.436592025499677,0.0,0.0,0.0,133.88574742533476,-3.693226465503989,-15.957037080542294,302.399408370115,1.0,1,0.1333333333333333,0.3333333333333333,0.0,0.3333333333333333,5,10,2,5,15,9,0.1076923076923077,0.0307692307692307,0.0461538461538461,0.0461538461538461,0.0153846153846153,0.0153846153846153,0.0307692307692307,0.0461538461538461,0.0307692307692307,0.6,0.078125,0.0,0.03125,0.015625,0.0,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.53125,58.858675771247405,0.8657480795024998,3.536154127545421,1.719302524082429,21.070601146201685,1.3291062065601755,22.826484575051825,6.2309474454334834,6.730886477258872,16.656505304231192,46.21387635654188,1.341299841482746,100.0,0.0,5.25545665162785,4.401902207047921,63.26057797829533,6.121204731130351,24.606755273747105,22.78990367028411,2.194854286062675,22.399707352761855,26.32605779782953,27.65516400438971,28.52091208389221,0.3170345079868308,0.0365809047677112,22.78990367028411,64.97988050237777,22.399707352761855,20.2020202020202,46.464646464646464,52.52525252525253,4.040404040404041,22.22222222222222,2.0202020202020203,1.0101010101010102,0.3202368767543746,0.0369504088562739
