,User,Topic,Category,Label,SecSpent,TotSec,LearnType,Level,UserCumSec,difficulty
2035,14,1,0,ks1c2ue13_1,8,47510721,2,0,772,1
2036,14,-1,0,ks1c,42,47510729,1,0,814,-1
2037,14,2,0,ks1c4ue6_1,284,47510771,2,0,1098,1
2038,14,2,0,ks1c4ue10_1,172,47511055,2,0,1270,1
2039,14,-1,0,ks1c,48,47511227,1,0,1318,-1
2040,14,9,0,ks1c6ue2_1,120,47511275,2,0,1438,2
2041,14,-1,1,ks2c,68,47511395,1,0,1506,-1
2042,14,32,1,ks2c6ue8_1,86,47511463,2,0,1592,2
2043,14,6,1,ks2c6ue7_1,51,47511549,2,0,1643,2
2044,14,-1,1,ks2e,10,47511600,6,0,927,-1
2045,14,-1,1,ks2ev1,15,47511610,0,0,1658,-1
2046,14,-1,1,ks2c,1107,47511625,1,0,2765,-1
2047,14,-1,1,Übersicht,19,47512732,6,0,946,-1
2048,14,-1,1,ks2ev1,6,47512751,0,0,2771,-1
2049,14,-1,1,Tour,16,47512757,6,0,962,-1
2050,14,22,4,kd2a4,6,47512773,4,0,968,-1
2051,14,-1,4,kd2a,53,47512779,6,0,1021,-1
2052,14,22,4,kd2a4k1_1a,49,47512832,3,0,2820,-1
2053,14,22,4,kd2a4k1_1a,66,47512881,3,0,2886,-1
2054,14,22,4,kd2a4k4_1a,128,47512947,3,0,3014,-1
2055,14,22,4,kd2a4k4_1a,57,47513075,3,0,3071,-1
2056,14,22,4,kd2a4k4_1a,83,47513132,3,0,3154,-1
2057,14,22,4,kd2a4,23,47513215,4,0,1044,-1
2058,14,23,4,kd2a1,535,47513238,4,0,1579,-1
2059,14,23,4,kd2a1k4_1a,17,47513773,3,0,3171,-1
2060,14,23,4,kd2a1,65,47513790,4,0,1644,-1
2061,14,23,4,kd2a1,11,47513855,4,0,1655,-1
2062,14,23,4,kd2a1k4_1a,4,47513866,3,0,3175,-1
2063,14,-1,4,kd2c,81,47513870,1,0,3256,-1
2064,14,23,4,kd2c1ue8_1,785,47513951,2,0,4041,2
2065,14,23,4,kd2c1ue8_1,22,47514736,2,0,4063,2
2066,14,-1,4,kd2c,156,47514758,1,0,4219,-1
2067,14,-1,4,Logout,0,47514914,6,0,1655,-1
2068,15,-1,4,Tour,413,47509096,6,0,413,-1
2069,15,-1,4,Übersicht,124,47509509,6,0,537,-1
2070,15,-1,0,ks1a,44,47509633,6,0,581,-1
2071,15,-1,0,Übersicht,9,47509677,6,0,590,-1
2072,15,-1,0,ks1a,9,47509686,6,0,599,-1
2073,15,0,0,ka1a1,139,47509695,4,0,738,-1
2074,15,0,0,ks1a1b1_1a,17,47509834,5,0,755,-1
2075,15,0,0,ka1a1,25,47509851,4,0,780,-1
2076,15,0,0,ks1a1b2_1a,43,47509876,5,0,823,-1
2077,15,0,0,ka1a1,12,47509919,4,0,835,-1
2078,15,0,0,ks1a1b3_1a,11,47509931,5,0,846,-1
2079,15,0,0,ks1a1b4_1a,8,47509942,5,0,854,-1
2080,15,0,0,ka1a1,25,47509950,4,0,879,-1
2081,15,0,0,ka1a1,104,47509975,4,0,983,-1
2082,15,0,0,ks1a1k1_1a,73,47510079,3,0,73,-1
2083,15,0,0,ks1a1k1_1a,238,47510152,3,0,311,-1
2084,15,0,0,ks1a1k1_1a,13,47510390,3,0,324,-1
2085,15,0,0,ka1a1,12,47510403,4,0,995,-1
2086,15,0,0,ks1a1k1_1a,264,47510415,3,0,588,-1
2087,15,0,0,ks1a1k1_1a,19,47510679,3,0,607,-1
2088,15,0,0,ks1a1k2_1a,13,47510698,3,0,620,-1
2089,15,0,0,ka1a1,156,47510711,4,0,1151,-1
2090,15,0,0,ks1a1k2_1a,46,47510867,3,0,666,-1
2091,15,0,0,ks1a1k3_1a,11,47510913,3,0,677,-1
2092,15,0,0,ka1a1,191,47510924,4,0,1342,-1
2093,15,0,0,ks1a1k4_1a,72,47511115,3,0,749,-1
2094,15,0,0,ks1a1k3_1a,19,47511187,3,0,768,-1
2095,15,0,0,ks1a1k3_1a,38,47511206,3,0,806,-1
2096,15,0,0,ka1a1,6,47511244,4,0,1348,-1
2097,15,0,0,ks1a1k1_1a,23,47511250,3,0,829,-1
2098,15,0,0,ka1a1,5,47511273,4,0,1353,-1
2099,15,0,0,ks1a1k2_1a,31,47511278,3,0,860,-1
2100,15,0,0,ka1a1,5,47511309,4,0,1358,-1
2101,15,0,0,ks1a1k4_1a,14,47511314,3,0,874,-1
2102,15,0,0,ks1a1k4_1a,26,47511328,3,0,900,-1
2103,15,-1,0,Übersicht,13,47511354,6,0,1371,-1
2104,15,-1,0,ks1c,7,47511367,1,0,907,-1
2105,15,0,0,ka1a1,1,47511374,4,0,1372,-1
2106,15,-1,0,ks1a,24,47511375,6,0,1396,-1
2107,15,1,0,ks1a2,2,47511399,4,0,1398,-1
2108,15,0,0,ka1a1,788,47511401,4,0,2186,-1
2109,15,1,0,ks1a2b1_1a,346,47512189,5,0,2532,-1
2110,15,1,0,ks1a2b2_1a,3,47512535,5,0,2535,-1
2111,15,1,0,ks1a2,66,47512538,4,0,2601,-1
2112,15,1,0,ks1a2,32,47512604,4,0,2633,-1
2113,15,1,0,ks1a2b3_1a,414,47512636,5,0,3047,-1
2114,15,1,0,ks1a2b4_1a,2,47513050,5,0,3049,-1
2115,15,1,0,ks1a2,273,47513052,4,0,3322,-1
2116,15,1,0,ks1a2,51,47513325,4,0,3373,-1
2117,15,1,0,ks1a2k1_1a,156,47513376,3,0,1063,-1
2118,15,1,0,ks1a2,9,47513532,4,0,3382,-1
2119,15,1,0,ks1a2k1_1a,212,47513541,3,0,1275,-1
2120,15,1,0,ks1a2k1_1a,389,47513753,3,0,1664,-1
2121,15,1,0,ks1a2,785,47514142,4,0,4167,-1
2122,15,-1,0,Logout,164679,47514927,6,0,168846,-1
2123,15,-1,0,Übersicht,41,47679606,6,0,168887,-1
2124,15,-1,0,Tour,31,47679647,6,0,168918,-1
2125,15,-1,0,ks1a,5,47679678,6,0,168923,-1
2126,15,0,0,ka1a1,57,47679683,4,0,168980,-1
2127,15,2,0,ks1a4,22,47679740,4,0,169002,-1
2128,15,1,0,ks1a2,278,47679762,4,0,169280,-1
2129,15,2,0,ks1a4b1_1a,6,47680040,5,0,169286,-1
2130,15,2,0,ks1a4,8,47680046,4,0,169294,-1
2131,15,2,0,ks1a4b2_1a,10,47680054,5,0,169304,-1
2132,15,2,0,ks1a4,15,47680064,4,0,169319,-1
2133,15,2,0,ks1a4b4_1a,24,47680079,5,0,169343,-1
2134,15,2,0,ks1a4,12,47680103,4,0,169355,-1
2135,15,2,0,ks1a4b3_1a,13,47680115,5,0,169368,-1
2136,15,2,0,ks1a4,7,47680128,4,0,169375,-1
2137,15,3,0,ks1a5,86,47680135,4,0,169461,-1
2138,15,3,0,ks1a5b2_1a,13,47680221,5,0,169474,-1
2139,15,3,0,ks1a5,60,47680234,4,0,169534,-1
2140,15,3,0,ks1a5b1_1a,19,47680234,5,0,169553,-1
2141,15,3,0,ks1a5,7,47680253,4,0,169560,-1
2142,15,3,0,ks1a5b3_1a,48,47680260,5,0,169608,-1
2143,15,-1,0,Übersicht,4,47680308,6,0,169612,-1
2144,15,-1,0,ks1a,4,47680312,6,0,169616,-1
2145,15,0,0,ka1a1,10,47680316,4,0,169626,-1
2146,15,-1,0,ks1a,9,47680326,6,0,169635,-1
2147,15,3,0,ks1a5,43,47680335,4,0,169678,-1
2148,15,4,1,ks2a1,4,47680378,4,0,169682,-1
2149,15,-1,1,ks2a,97,47680382,6,0,169779,-1
2150,15,4,1,ks2a1,4,47680479,4,0,169783,-1
2151,15,-1,1,ks2a,133,47680483,6,0,169916,-1
2152,15,4,1,ks2a1,8,47680616,4,0,169924,-1
2153,15,4,1,ks2a1b1_1a,109,47680624,5,0,170033,-1
2154,15,4,1,ks2a1b4_1a,9,47680733,5,0,170042,-1
2155,15,4,1,ks2a1,23,47680742,4,0,170065,-1
2156,15,4,1,ks2a1b3_1a,43,47680765,5,0,170108,-1
2157,15,5,1,ks2a2,23,47680808,4,0,170131,-1
2158,15,4,1,ks2a1,38,47680831,4,0,170169,-1
2159,15,5,1,ks2a2b1_1a,42,47680869,5,0,170211,-1
2160,15,5,1,ks2a2,8,47680911,4,0,170219,-1
2161,15,5,1,ks2a2b2_1a,7,47680919,5,0,170226,-1
2162,15,5,1,ks2a2,13,47680926,4,0,170239,-1
2163,15,5,1,ks2a2b3_1a,11,47680939,5,0,170250,-1
2164,15,5,1,ks2a2,7,47680950,4,0,170257,-1
2165,15,5,1,ks2a2b4_1a,18,47680957,5,0,170275,-1
2166,15,5,1,ks2a2,7,47680975,4,0,170282,-1
2167,15,6,1,ks2a3,25,47680982,4,0,170307,-1
2168,15,6,1,ks2a3b1_1a,5,47681007,5,0,170312,-1
2169,15,6,1,ks2a3,7,47681012,4,0,170319,-1
2170,15,6,1,ks2a3b2_1a,10,47681019,5,0,170329,-1
2171,15,6,1,ks2a3,10,47681029,4,0,170339,-1
2172,15,6,1,ks2a3,8,47681039,4,0,170347,-1
2173,15,6,1,ks2a3b3_1a,5,47681047,5,0,170352,-1
2174,15,6,1,ks2a3b2_1a,30,47681052,5,0,170382,-1
2175,15,6,1,ks2a3b4_1a,5,47681082,5,0,170387,-1
2176,15,6,1,ks2a3,5,47681087,4,0,170392,-1
2177,15,7,1,ks2a4,4,47681092,4,0,170396,-1
2178,15,6,1,ks2a3,102,47681096,4,0,170498,-1
2179,15,7,1,ks2a4,9,47681198,4,0,170507,-1
2180,15,7,1,ks2a4b3_1a,16,47681207,5,0,170523,-1
2181,15,7,1,ks2a4b4_1a,9,47681223,5,0,170532,-1
2182,15,7,1,ks2a4,5,47681232,4,0,170537,-1
2183,15,8,1,ks2a5,227,47681237,4,0,170764,-1
2184,15,8,1,ks2a5b1_1a,100,47681464,5,0,170864,-1
2185,15,8,1,ks2a5,10,47681564,4,0,170874,-1
2186,15,8,1,ks2a5,8,47681574,4,0,170882,-1
2187,15,8,1,ks2a5b1_1a,113,47681582,5,0,170995,-1
2188,15,-1,1,ks2a,3,47681695,6,0,170998,-1
2189,15,-1,1,Übersicht,11,47681698,6,0,171009,-1
2190,15,-1,1,ks2b,3,47681709,6,1,171012,-1
2191,15,10,1,ks2b1,420,47681712,4,1,171432,-1
2192,15,12,1,ks2b2,762,47682132,4,1,172194,-1
2193,15,12,1,ks2b2b1_1a,74,47682894,5,1,172268,-1
2194,15,12,1,ks2b2,1,47682968,4,1,172269,-1
2195,15,-1,1,ks2b,4,47682969,6,1,172273,-1
2196,15,13,2,bs3a1,3,47682973,4,0,172276,-1
2197,15,-1,2,ks3a,4,47682976,6,0,172280,-1
2198,15,-1,2,Übersicht,102,47682980,6,0,172382,-1
2199,15,15,2,ks3a7,75,47683082,4,0,172457,-1
2200,15,15,2,ks3a7,3,47683157,4,0,172460,-1
2201,15,13,2,bs3a1,246,47683160,4,0,172706,-1
2202,15,17,2,ks3a2,155,47683406,4,0,172861,-1
2203,15,17,2,ks3a2,9,47683561,4,0,172870,-1
2204,15,15,2,ks3a7,60,47683570,4,0,172930,-1
2205,15,18,2,ks3a4,136,47683630,4,0,173066,-1
2206,15,-1,2,ks3a,37,47683766,6,0,173103,-1
2207,15,19,2,ks3b2,3,47683803,4,1,173106,-1
2208,15,-1,2,ks3b,26,47683806,6,1,173132,-1
2209,15,-1,2,Übersicht,403,47683832,6,1,173535,-1
2210,15,19,2,ks3b2,30,47684235,4,1,173565,-1
2211,15,19,2,ks3b2b1_1a,18,47684265,5,1,173583,-1
2212,15,19,2,ks3b2,16,47684283,4,1,173599,-1
2213,15,19,2,ks3b2b2_1a,65,47684299,5,1,173664,-1
2214,15,19,2,ks3b2b3_1a,60,47684364,5,1,173724,-1
2215,15,19,2,ks3b2,37,47684424,4,1,173761,-1
2216,15,20,2,ks3b1,39,47684461,4,1,173800,-1
2217,15,19,2,ks3b2,6,47684500,4,1,173806,-1
2218,15,19,2,ks3b2b4_1a,159,47684506,5,1,173965,-1
2219,15,-1,3,kd1a,3,47684665,6,0,173968,-1
2220,15,-1,3,Übersicht,8,47684668,6,0,173976,-1
2221,15,-1,2,ks3b,56,47684676,6,1,174032,-1
2222,15,21,3,kd1a2,84,47684732,4,0,174116,-1
2223,15,-1,3,Logout,0,47684816,6,0,174116,-1
2224,16,-1,3,Tour,418,47509105,6,0,418,-1
2225,16,-1,3,Übersicht,57,47509523,6,0,475,-1
2226,16,0,0,ka1a1,20,47509580,4,0,495,-1
2227,16,-1,0,ks1a,126,47509600,6,0,621,-1
2228,16,0,0,ks1a1b1_1a,61,47509726,5,0,682,-1
2229,16,0,0,ka1a1,66,47509787,4,0,748,-1
2230,16,0,0,ka1a1,13,47509853,4,0,761,-1
2231,16,0,0,ks1a1b2_1a,274,47509866,5,0,1035,-1
2232,16,0,0,ks1a1k1_1a,311,47510140,3,0,311,-1
2233,16,0,0,ks1a1k2_1a,195,47510451,3,0,506,-1
2234,16,0,0,ks1a1k3_1a,346,47510646,3,0,852,-1
2235,16,0,0,ks1a1k4_1a,70,47510992,3,0,922,-1
2236,16,1,0,ks1a2,195,47511062,4,0,1230,-1
2237,16,1,0,ks1a2k1_1a,125,47511257,3,0,1047,-1
2238,16,1,0,ks1a2k2_1a,53,47511382,3,0,1100,-1
2239,16,1,0,ks1a2k3_1a,238,47511435,3,0,1338,-1
2240,16,1,0,ks1a2k3_1a,38,47511673,3,0,1376,-1
2241,16,1,0,ks1a2k4_1a,518,47511711,3,0,1894,-1
2242,16,2,0,ks1a4,246,47512229,4,0,1476,-1
2243,16,2,0,ks1a4k1_1a,64,47512475,3,0,1958,-1
2244,16,2,0,ks1a4k2_1a,314,47512539,3,0,2272,-1
2245,16,2,0,ks1a4k3_1a,437,47512853,3,0,2709,-1
2246,16,2,0,ks1a4k4_1a,112,47513290,3,0,2821,-1
2247,16,3,0,ks1a5,464,47513402,4,0,1940,-1
2248,16,3,0,ks1a5k1_1a,85,47513866,3,0,2906,-1
2249,16,3,0,ks1a5k2_1a,802,47513951,3,0,3708,-1
2250,16,3,0,ks1a5k3_1a,188,47514753,3,0,3896,-1
2251,16,-1,0,Logout,162777,47514941,6,0,164717,-1
2252,16,-1,0,Tour,10,47677718,6,0,164727,-1
2253,16,-1,0,Übersicht,62,47677728,6,0,164789,-1
2254,16,-1,4,kd2c,94,47677790,1,0,3990,-1
2255,16,22,4,kd2c4ue2_1,120,47677884,2,0,4110,0
2256,16,22,4,kd2c4ue8_1,107,47678004,2,0,4217,2
2257,16,23,4,kd2c1ue2_1,483,47678111,2,0,4700,0
2258,16,24,4,kd2c2ue8_1,710,47678594,2,0,5410,0
2259,16,25,4,kd2c3ue9_1,786,47679304,2,0,6196,0
2260,16,25,4,kd2c3ue9_1,9,47680090,2,0,6205,0
2261,16,-1,4,kd2c,2857,47680099,1,0,9062,-1
2262,16,-1,4,Logout,0,47682956,6,0,164789,-1
2263,17,-1,4,Tour,509,47509088,6,0,509,-1
2264,17,-1,4,Übersicht,65,47509597,6,0,574,-1
2265,17,-1,1,ks2c,257,47509662,1,0,257,-1
2266,17,-1,1,Übersicht,7,47509919,6,0,581,-1
2267,17,6,1,ks2c3ue9_1,7,47509926,2,0,264,1
2268,17,-1,0,ks1a,22,47509933,6,0,603,-1
2269,17,1,0,ks1a2,119,47509955,4,0,722,-1
2270,17,1,0,ks1a2k1_1a,80,47510074,3,0,344,-1
2271,17,-1,0,Übersicht,19,47510154,6,0,741,-1
2272,17,-1,1,ks2c,26,47510173,1,0,370,-1
2273,17,6,1,ks2c3ue1_1,83,47510199,2,0,453,0
2274,17,-1,1,Übersicht,10,47510282,6,0,751,-1
2275,17,-1,1,ks2c,131,47510292,1,0,584,-1
2276,17,5,1,ks2c1ue1_1,90,47510423,2,0,674,1
2277,17,5,1,ks2c1ue4_1,80,47510513,2,0,754,1
2278,17,5,1,ks2c1ue8_1,335,47510593,2,0,1089,0
2279,17,5,1,ks2c1ue8_1,335,47510593,2,0,1089,1
2280,17,-1,1,ks2c,31,47510928,1,0,1120,-1
2281,17,5,1,ks2c1ue8_1,230,47510959,2,0,1350,0
2282,17,5,1,ks2c1ue8_1,230,47510959,2,0,1350,1
2283,17,-1,1,ks2c,110,47511189,1,0,1460,-1
2284,17,6,1,ks2c3ue9_1,222,47511299,2,0,1682,1
2285,17,6,1,ks2c3ue10_1,237,47511521,2,0,1919,1
2286,17,-1,1,ks2c,10,47511758,1,0,1929,-1
2287,17,6,1,ks2c3ue10_1,346,47511768,2,0,2275,1
2288,17,6,1,ks2c3ue5_1,41,47512114,2,0,2316,1
2289,17,6,1,ks2c3ue8_1,305,47512155,2,0,2621,1
2290,17,6,1,ks2c3ue7_1,242,47512460,2,0,2863,2
2291,17,-1,1,Übersicht,13,47512702,6,0,764,-1
2292,17,-1,1,ks2a,9,47512715,6,0,773,-1
2293,17,4,1,ks2a1,88,47512724,4,0,861,-1
2294,17,-1,1,Übersicht,18,47512812,6,0,879,-1
2295,17,-1,1,ks2d,42,47512830,1,1,2905,-1
2296,17,11,1,ks2d1ue8_1,158,47512872,2,1,3063,-1
2297,17,-1,1,ks2d,239,47513030,1,1,3302,-1
2298,17,11,1,ks2d1ue8_1,118,47513269,2,1,3420,-1
2299,17,-1,1,ks2d,54,47513387,1,1,3474,-1
2300,17,11,1,ks2d1ue3_1,284,47513441,2,1,3758,-1
2301,17,-1,1,ks2d,55,47513725,1,1,3813,-1
2302,17,11,1,ks2d1ue9_1,1180,47513780,2,1,4993,-1
2303,17,-1,1,Logout,0,47514960,6,1,879,-1
2304,18,-1,1,Tour,23,47509081,6,1,23,-1
2305,18,-1,1,Tour,459,47509104,6,1,482,-1
2306,18,-1,1,Übersicht,64,47509563,6,1,546,-1
2307,18,-1,0,ks1a,7,47509627,6,0,553,-1
2308,18,0,0,ka1a1,210,47509634,4,0,763,-1
2309,18,0,0,ks1a1b1_1a,40,47509844,5,0,803,-1
2310,18,0,0,ka1a1,7,47509884,4,0,810,-1
2311,18,0,0,ks1a1k1_1a,107,47509891,3,0,107,-1
2312,18,0,0,ks1a1k1_1a,25,47509998,3,0,132,-1
2313,18,0,0,ka1a1,29,47510023,4,0,839,-1
2314,18,0,0,ks1a1k1_1a,111,47510052,3,0,243,-1
2315,18,0,0,ks1a1b2_1a,21,47510163,5,0,860,-1
2316,18,0,0,ks1a1k2_1a,19,47510184,3,0,262,-1
2317,18,0,0,ka1a1,217,47510203,4,0,1077,-1
2318,18,0,0,ks1a1k2_1a,55,47510420,3,0,317,-1
2319,18,0,0,ka1a1,30,47510475,4,0,1107,-1
2320,18,0,0,ks1a1k4_1a,90,47510505,3,0,407,-1
2321,18,-1,0,ks1a,6,47510595,6,0,1113,-1
2322,18,0,0,ka1a1,60,47510601,4,0,1173,-1
2323,18,-1,0,Übersicht,10,47510601,6,0,1183,-1
2324,18,-1,0,ks1a,2,47510611,6,0,1185,-1
2325,18,-1,0,ks1a,3,47510613,6,0,1188,-1
2326,18,0,0,ka1a1,18,47510616,4,0,1206,-1
2327,18,1,0,ks1a2,154,47510634,4,0,1360,-1
2328,18,1,0,ks1a2b1_1a,153,47510788,5,0,1513,-1
2329,18,1,0,ks1a2,30,47510941,4,0,1543,-1
2330,18,1,0,ks1a2k1_1a,97,47510971,3,0,504,-1
2331,18,1,0,ks1a2,30,47511068,4,0,1573,-1
2332,18,1,0,ks1a2k1_1a,457,47511098,3,0,961,-1
2333,18,1,0,ks1a2b2_1a,55,47511555,5,0,1628,-1
2334,18,1,0,ks1a2,30,47511610,4,0,1658,-1
2335,18,1,0,ks1a2k3_1a,74,47511640,3,0,1035,-1
2336,18,1,0,ks1a2,17,47511714,4,0,1675,-1
2337,18,1,0,ks1a2k3_1a,4,47511731,3,0,1039,-1
2338,18,1,0,ks1a2,8,47511735,4,0,1683,-1
2339,18,1,0,ks1a2k3_1a,143,47511743,3,0,1182,-1
2340,18,1,0,ks1a2k4_1a,356,47511886,3,0,1538,-1
2341,18,1,0,ks1a2k4_1a,64,47512242,3,0,1602,-1
2342,18,1,0,ks1a2k4_1a,58,47512306,3,0,1660,-1
2343,18,1,0,ks1a2k4_1a,67,47512364,3,0,1727,-1
2344,18,-1,0,Übersicht,4,47512431,6,0,1687,-1
2345,18,-1,0,ks1a,3,47512435,6,0,1690,-1
2346,18,0,0,ka1a1,13,47512438,4,0,1703,-1
2347,18,4,1,ks2a1,28,47512451,4,0,1731,-1
2348,18,-1,1,ks2a,19,47512479,6,0,1750,-1
2349,18,-1,1,ks2a,19,47512498,6,0,1769,-1
2350,18,-1,1,Übersicht,14,47512517,6,0,1783,-1
2351,18,2,0,ks1a4,2,47512531,4,0,1785,-1
2352,18,1,0,ks1a2,4,47512533,4,0,1789,-1
2353,18,0,0,ka1a1,10,47512537,4,0,1799,-1
2354,18,-1,0,ks1a,64,47512547,6,0,1863,-1
2355,18,2,0,ks1a4,23,47512611,4,0,1886,-1
2356,18,2,0,ks1a4b1_1a,3,47512634,5,0,1889,-1
2357,18,2,0,ks1a4b2_1a,3,47512637,5,0,1892,-1
2358,18,2,0,ks1a4b3_1a,10,47512640,5,0,1902,-1
2359,18,2,0,ks1a4,88,47512650,4,0,1990,-1
2360,18,2,0,ks1a4,11,47512738,4,0,2001,-1
2361,18,2,0,ks1a4b4_1a,105,47512749,5,0,2106,-1
2362,18,2,0,ks1a4,6,47512854,4,0,2112,-1
2363,18,2,0,ks1a4k4_1a,124,47512860,3,0,1851,-1
2364,18,3,0,ks1a5,116,47512984,4,0,2228,-1
2365,18,3,0,ks1a5,24,47513100,4,0,2252,-1
2366,18,3,0,ks1a5b1_1a,11,47513124,5,0,2263,-1
2367,18,3,0,ks1a5b1_1a,37,47513135,5,0,2300,-1
2368,18,3,0,ks1a5,50,47513172,4,0,2350,-1
2369,18,3,0,ks1a5b2_1a,67,47513222,5,0,2417,-1
2370,18,3,0,ks1a5,11,47513289,4,0,2428,-1
2371,18,3,0,ks1a5b3_1a,472,47513300,5,0,2900,-1
2372,18,3,0,ks1a5,1,47513772,4,0,2901,-1
2373,18,3,0,ks1a5b4_1a,68,47513773,5,0,2969,-1
2374,18,3,0,ks1a5,5,47513841,4,0,2974,-1
2375,18,3,0,ks1a5k4_1a,304,47513846,3,0,2155,-1
2376,18,-1,0,Übersicht,16,47514150,6,0,2990,-1
2377,18,-1,0,ks1c,5,47514166,1,0,2160,-1
2378,18,-1,0,ks1a,2,47514171,6,0,2992,-1
2379,18,0,0,ka1a1,3,47514173,4,0,2995,-1
2380,18,1,0,ks1a2,8,47514176,4,0,3003,-1
2381,18,2,0,ks1a4,2,47514184,4,0,3005,-1
2382,18,3,0,ks1a5,7,47514186,4,0,3012,-1
2383,18,-1,0,ks1a,6,47514193,6,0,3018,-1
2384,18,-1,0,ks1a,2,47514199,6,0,3020,-1
2385,18,-1,0,ks1e,13,47514201,6,0,3033,-1
2386,18,0,0,ka1a1,61,47514214,4,0,3094,-1
2387,18,-1,0,ks1ev1,646,47514275,0,0,2806,-1
2388,18,-1,0,Tour,19,47514921,6,0,3113,-1
2389,18,-1,0,Logout,4,47514940,6,0,3117,-1
2390,18,-1,0,Übersicht,162650,47514944,6,0,165767,-1
2391,18,-1,0,Tour,2,47677594,6,0,165769,-1
2392,18,-1,0,Übersicht,91,47677596,6,0,165860,-1
2393,18,-1,1,ks2a,27,47677687,6,0,165887,-1
2394,18,4,1,ks2a1,201,47677714,4,0,166088,-1
2395,18,4,1,ks2a1b1_1a,17,47677915,5,0,166105,-1
2396,18,4,1,ks2a1b4_1a,23,47677932,5,0,166128,-1
2397,18,4,1,ks2a1,52,47677955,4,0,166180,-1
2398,18,4,1,ks2a1k3_1a,16,47678007,3,0,2822,-1
2399,18,4,1,ks2a1,149,47678023,4,0,166329,-1
2400,18,5,1,ks2a2,96,47678172,4,0,166425,-1
2401,18,5,1,ks2a2b1_1a,91,47678268,5,0,166516,-1
2402,18,5,1,ks2a2k3_1a,10,47678359,3,0,2832,-1
2403,18,5,1,ks2a2,375,47678369,4,0,166891,-1
2404,18,6,1,ks2a3,32,47678744,4,0,166923,-1
2405,18,6,1,ks2a3b1_1a,79,47678776,5,0,167002,-1
2406,18,6,1,ks2a3,8,47678855,4,0,167010,-1
2407,18,6,1,ks2a3b3_1a,54,47678863,5,0,167064,-1
2408,18,6,1,ks2a3,37,47678917,4,0,167101,-1
2409,18,6,1,ks2a3b4_1a,112,47678954,5,0,167213,-1
2410,18,6,1,ks2a3,10,47679066,4,0,167223,-1
2411,18,7,1,ks2a4,39,47679076,4,0,167262,-1
2412,18,7,1,ks2a4b1_1a,55,47679115,5,0,167317,-1
2413,18,7,1,ks2a4,62,47679170,4,0,167379,-1
2414,18,7,1,ks2a4k4_1a,195,47679232,3,0,3027,-1
2415,18,-1,1,ks2c,5,47679427,1,0,3032,-1
2416,18,7,1,ks2a4k4_1a,41,47679432,3,0,3073,-1
2417,18,-1,1,Übersicht,4,47679473,6,0,167383,-1
2418,18,4,1,ks2a1,3,47679477,4,0,167386,-1
2419,18,5,1,ks2a2,2,47679480,4,0,167388,-1
2420,18,-1,1,ks2a,3,47679482,6,0,167391,-1
2421,18,7,1,ks2a4,7,47679485,4,0,167398,-1
2422,18,8,1,ks2a5,3,47679492,4,0,167401,-1
2423,18,6,1,ks2a3,152,47679495,4,0,167553,-1
2424,18,8,1,ks2a5b1_1a,96,47679647,5,0,167649,-1
2425,18,8,1,ks2a5k4_1a,11,47679743,3,0,3084,-1
2426,18,8,1,ks2a5,259,47679754,4,0,167908,-1
2427,18,-1,1,ks2ev1,3,47680013,0,0,3087,-1
2428,18,-1,1,ks2a,4,47680016,6,0,167912,-1
2429,18,-1,1,ks2e,1041,47680020,6,0,168953,-1
2430,18,-1,1,Tour,26,47681061,6,0,168979,-1
2431,18,-1,1,Übersicht,21,47681087,6,0,169000,-1
2432,18,13,2,bs3a1,14,47681108,4,0,169014,-1
2433,18,-1,2,ks3a,578,47681122,6,0,169592,-1
2434,18,13,2,ks3a1k4_1a,228,47681700,3,0,3315,-1
2435,18,13,2,ks3a1k4_1a,33,47681928,3,0,3348,-1
2436,18,13,2,bs3a1,23,47681961,4,0,169615,-1
2437,18,15,2,ks3a7,908,47681984,4,0,170523,-1
2438,18,17,2,ks3a2,13,47682892,4,0,170536,-1
2439,18,18,2,ks3a4,10,47682905,4,0,170546,-1
2440,18,-1,2,ks3a,19,47682915,6,0,170565,-1
2441,18,-1,2,Tour,49,47682934,6,0,170614,-1
2442,18,-1,2,Logout,0,47682983,6,0,170614,-1
2443,19,-1,2,Tour,346,47509194,6,0,346,-1
2444,19,-1,2,Übersicht,93,47509540,6,0,439,-1
2445,19,-1,0,ks1a,17,47509633,6,0,456,-1
2446,19,-1,0,Übersicht,24,47509650,6,0,480,-1
2447,19,-1,0,ks1a,3,47509674,6,0,483,-1
2448,19,0,0,ka1a1,144,47509677,4,0,627,-1
2449,19,0,0,ks1a1b1_1a,31,47509821,5,0,658,-1
2450,19,0,0,ka1a1,61,47509852,4,0,719,-1
2451,19,0,0,ks1a1k1_1a,229,47509913,3,0,229,-1
2452,19,0,0,ks1a1k2_1a,127,47510142,3,0,356,-1
2453,19,0,0,ks1a1k3_1a,101,47510269,3,0,457,-1
2454,19,0,0,ks1a1k3_1a,39,47510370,3,0,496,-1
2455,19,0,0,ks1a1k4_1a,114,47510409,3,0,610,-1
2456,19,0,0,ks1a1k4_1a,28,47510523,3,0,638,-1
2457,19,1,0,ks1a2,11,47510551,4,0,730,-1
2458,19,0,0,ka1a1,17,47510562,4,0,747,-1
2459,19,-1,0,ks1c,19,47510579,1,0,657,-1
2460,19,0,0,ks1c1ue3_1,88,47510598,2,0,745,0
2461,19,0,0,ks1c1ue3_1,23,47510686,2,0,768,0
